Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Xavier Ruiz",,0.0415,0.0564,0,5.61465,1,0,0,0,,1,4.673,1.0906,0.6672,0.62385,0.143778,0.6576,0.0284,0.0468,0.6462,5.8158,5.9184,0.982664,1.294,0.138284,0.140723,-0.002439543604850769,0.274807,1.7482,0.297872,0.698812,0.439993,,5.82505,-0.0159716,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Xavier Ruiz","sa3019717",800226
"Luis Martinez-Gomez","CHC",0.0426,0.0554,0,5.46129,1,0,0,0,,1,4.632,1.0417,0.6482,0.60681,0.147556,0.6626,0.0281,0.0456,0.7236,6.5124,5.9634,1.09206,1.328,0.156218,0.143048,0.013169243931770325,0.265482,1.7043,0.292908,0.705137,0.417383,,5.73076,-0.0159854,-0.047657,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Luis Martinez-Gomez","sa3023285",815292
"Junior Cerda",,0.0414,0.0565,0,5.65686,1,0,0,0,,1,4.655,1.0619,0.6682,0.62854,0.157667,0.6445,0.0282,0.0517,0.7234,6.5106,5.8005,1.12242,1.419,0.155403,0.138453,0.016949504613876343,0.268238,1.7064,0.293798,0.698811,0.388,,5.8266,-0.0159888,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Junior Cerda","sa3016234",693702
"Nate Tellier",,0.0415,0.0564,0,5.63238,1,0,0,0,,1,4.647,1.0636,0.6657,0.62582,0.158111,0.6389,0.0282,0.047,0.7098,6.3882,5.7501,1.11097,1.423,0.152744,0.137487,0.01525716483592987,0.268511,1.7025,0.292736,0.699999,0.389995,,5.82868,-0.0160117,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Nate Tellier","sa3015288",695985
"Seth Chavez","TBR",0.0397,0.0582,0,5.74146,1,0,0,0,,1,4.61,1.0885,0.6756,0.63794,0.177444,0.557,0.028,0.0489,0.663,5.967,5.013,1.19031,1.597,0.143818,0.120824,0.02299349755048752,0.271846,1.6455,0.287976,0.694235,0.356254,,5.93361,-0.0160305,-0.047529,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Seth Chavez","sa3023005",702060
"Ricardo Yan","ARI",0.0431,0.063,0.0166,5.55165,0.7188,0.0598,0,0,,1,4.677,1.0742,0.6604,0.61685,0.129,0.6528,0.0201,0.0769,0.7009,6.3081,5.8752,1.07368,1.161,0.149861,0.139577,0.010284364223480225,0.272135,1.727,0.303201,0.689731,0.450219,,5.59944,-0.0160439,-0.0452986,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ricardo Yan","sa3016056",700282
"Jorge Ramos",,0.0412,0.0567,0,5.6817,1,0,0,0,,1,4.669,1.0943,0.6733,0.6313,0.150111,0.6432,0.0283,0.0467,0.6623,5.9607,5.7888,1.0297,1.351,0.141851,0.13776,0.004090815782546997,0.275012,1.7375,0.298163,0.696765,0.421999,,5.83168,-0.0160448,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jorge Ramos","sa3009524",685729
"Jack Findlay","STL",0.0418,0.0561,0,5.28462,1,0,0,0,,1,4.671,1.0552,0.6296,0.58718,0.132222,0.6835,0.0283,0.0443,0.6799,6.1191,6.1515,0.994733,1.19,0.145558,0.146328,-0.0007707029581069946,0.2676,1.7387,0.29478,0.713895,0.423653,,5.67763,-0.0161307,-0.0484393,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jack Findlay","sa3031334",701469
"Nick Pogue",,0.0394,0.0585,0,5.70474,1,0,0,0,,1,4.621,1.1059,0.6738,0.63386,0.163889,0.5736,0.028,0.0488,0.6185,5.5665,5.1624,1.07828,1.475,0.133845,0.124129,0.009716510772705078,0.276572,1.6795,0.292895,0.69356,0.39343,,5.89589,-0.0161348,-0.0456703,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Nick Pogue","sa3020379",680752
"Hugo Beltran",,0.0412,0.0567,0,5.67396,1,0,0,0,,1,4.684,1.1046,0.674,0.63044,0.143444,0.6581,0.0284,0.0453,0.635,5.715,5.9229,0.964899,1.291,0.135568,0.1405,-0.00493168830871582,0.277496,1.7627,0.300159,0.697046,0.443994,,5.84011,-0.016138,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Hugo Beltran","sa3006354",678286
"Juan Reynoso","MIA",0.0399,0.058,0,5.62455,1,0,0,0,,1,4.704,1.0728,0.6687,0.62495,0.136222,0.7054,0.0285,0.0517,0.6759,6.0831,6.3486,0.95818,1.226,0.143686,0.149957,-0.006271257996559143,0.271808,1.7782,0.29877,0.698903,0.445214,,5.82553,-0.0161777,-0.0449574,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Juan Reynoso","sa3017790",702418
"Luis Flores","CLE",0.0411,0.0568,0,5.41323,1,0,0,0,,1,4.724,0.996,0.6429,0.60147,0.136556,0.7937,0.0287,0.0483,0.8391,7.5519,7.1433,1.0572,1.229,0.177625,0.168014,0.009610503911972046,0.256569,1.7897,0.295713,0.717413,0.409695,,5.75816,-0.0161999,-0.0495813,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Luis Flores","sa3018818",800058
"Ben Brutti","CIN",0.0402,0.0577,0,5.88663,1,0,0,0,,1,4.735,1.1043,0.6989,0.65407,0.155222,0.7003,0.0287,0.0625,0.6508,5.8572,6.3027,0.929316,1.397,0.137445,0.147899,-0.010454058647155762,0.278007,1.8046,0.299755,0.696597,0.461705,,6.13983,-0.0162097,-0.0417522,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ben Brutti","sa3021478",804992
"Henson Leal","KCR",0.0412,0.0595,0.0049,5.84784,0.9085,0.0195,0,0,,1,4.663,1.13,0.6918,0.64976,0.154778,0.6044,0.0257,0.0496,0.6133,5.5197,5.4396,1.01473,1.393,0.131525,0.129616,0.0019086450338363647,0.281866,1.7344,0.300909,0.686956,0.420385,,5.88265,-0.0162122,-0.0449403,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Henson Leal","sa3019175",802088
"Peniel Otano",,0.0413,0.0566,0,5.63391,1,0,0,0,,1,4.717,1.1025,0.6716,0.62599,0.131333,0.6981,0.0286,0.0541,0.6261,5.6349,6.2829,0.896863,1.182,0.132733,0.147997,-0.015263929963111877,0.278072,1.8006,0.302793,0.698322,0.474999,,5.84687,-0.0162126,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Peniel Otano","sa3016751",702785
"Luis Torres","TOR",0.0426,0.0553,0,5.51124,1,0,0,0,,1,4.73,1.0407,0.6546,0.61236,0.140667,0.7426,0.0287,0.0519,0.7339,6.6051,6.6834,0.988284,1.266,0.155159,0.156998,-0.0018393248319625854,0.264439,1.7833,0.294039,0.7115,0.414747,,5.8795,-0.0162188,-0.0495056,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Luis Torres","sa3018320",800187
"Cade Halemanu",,0.0412,0.0604,0.0074,5.67927,0.8714,0.0274,0,0,,1,4.657,1.1006,0.6732,0.63103,0.152556,0.6158,0.0246,0.0537,0.6393,5.7537,5.5422,1.03816,1.373,0.137277,0.132231,0.005046159029006958,0.276013,1.7164,0.296668,0.694161,0.42401,,5.84826,-0.0162279,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Cade Halemanu","sa3020328",702118
"Jose Alcantara",,0.0412,0.0567,0,5.70429,1,0,0,0,,1,4.677,1.0816,0.6752,0.63381,0.151778,0.666,0.0284,0.0423,0.6923,6.2307,5.994,1.03949,1.366,0.148022,0.142399,0.005623266100883484,0.272533,1.7476,0.297579,0.698581,0.410999,,5.84855,-0.0162311,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jose Alcantara","sa3007819",682549
"Juan Martinez","KCR",0.0412,0.0597,0.0055,5.82939,0.8969,0.0219,0,0,,1,4.642,1.1247,0.6887,0.64771,0.161,0.5859,0.0251,0.0455,0.6185,5.5665,5.2731,1.05564,1.449,0.13324,0.126217,0.007022827863693237,0.280432,1.7106,0.298258,0.688055,0.404999,,5.88534,-0.016232,-0.0449307,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Juan Martinez","sa3009219",682931
"Alberto Mota","TEX",0.0413,0.0566,0,5.70024,1,0,0,0,,1,4.737,1.0478,0.6765,0.63336,0.141,0.7738,0.0287,0.044,0.7445,6.7005,6.9642,0.962135,1.269,0.157167,0.163352,-0.006185367703437805,0.26735,1.8216,0.298909,0.705024,0.434,,5.93254,-0.0162428,-0.0492813,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Alberto Mota","sa3016712",699215
"Jesus Rios","KCR",0.0412,0.0567,0,5.84505,1,0,0,0,,1,4.643,1.1578,0.6917,0.64945,0.157556,0.5534,0.0282,0.0513,0.5555,4.9995,4.9806,1.00379,1.418,0.119642,0.11919,0.0004522949457168579,0.286705,1.7112,0.300803,0.683943,0.424937,,5.88646,-0.0162444,-0.0449307,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jesus Rios","sa3021471",694947
"Eiver Espinoza",,0.0413,0.0566,0,5.65371,1,0,0,0,,1,4.704,1.0687,0.6711,0.62819,0.141889,0.7106,0.0285,0.0473,0.7016,6.3144,6.3954,0.987335,1.277,0.14915,0.151063,-0.0019132792949676514,0.270824,1.7793,0.29872,0.701101,0.433001,,5.85019,-0.0162493,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Eiver Espinoza","sa3018908",805096
"Alex Makarewich","LAD",0.0441,0.0539,0,5.7195,1,0,0,0,,1,4.755,0.9921,0.6772,0.6355,0.151556,0.831,0.0289,0.058,0.8531,7.6779,7.479,1.02659,1.364,0.179411,0.174763,0.004647746682167053,0.256622,1.8231,0.293759,0.711332,0.415733,,6.06616,-0.0162513,-0.0461472,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Alex Makarewich","sa3023642",801317
"Jarod Wright",,0.0411,0.0569,0,5.73984,1,0,0,0,,1,4.625,1.1343,0.6788,0.63776,0.162556,0.5554,0.0281,0.0417,0.5943,5.3487,4.9986,1.07004,1.463,0.128497,0.120086,0.008410796523094177,0.281611,1.6897,0.297075,0.691392,0.407991,,5.85106,-0.0162589,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jarod Wright","sa3015109",701316
"Bubba Hall",,0.0414,0.0565,0,5.6916,1,0,0,0,,1,4.579,1.1061,0.6699,0.6324,0.178222,0.5179,0.0278,0.042,0.6398,5.7582,4.6611,1.23537,1.604,0.139725,0.113103,0.026621542870998383,0.275211,1.624,0.289864,0.694149,0.358987,,5.85213,-0.0162706,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Bubba Hall","sa3020403",801540
"Estarlin Rodriguez",,0.0412,0.0567,0,5.68494,1,0,0,0,,1,4.666,1.1023,0.6741,0.63166,0.150111,0.6341,0.0283,0.0468,0.6385,5.7465,5.7069,1.00694,1.351,0.136841,0.135898,0.0009429752826690674,0.276605,1.7364,0.297886,0.696022,0.427016,,5.85228,-0.0162724,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Estarlin Rodriguez","sa3004871",677674
"Kevin Rodriguez",,0.0411,0.0568,0,5.68773,1,0,0,0,,1,4.673,1.1361,0.6766,0.63197,0.143,0.6146,0.0284,0.0503,0.5682,5.1138,5.5314,0.924504,1.287,0.121592,0.131522,-0.009929381310939789,0.283451,1.7507,0.301222,0.692744,0.458989,,5.85244,-0.0162741,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Kevin Rodriguez","sa3008683",682718
"Dylan Simmons","CIN",0.0399,0.058,0,5.98329,1,0,0,0,,1,4.658,1.1453,0.7067,0.66481,0.180778,0.5787,0.0283,0.0446,0.6045,5.4405,5.2083,1.04458,1.627,0.129777,0.124238,0.005538858473300934,0.283863,1.724,0.296829,0.691612,0.419809,,6.14615,-0.0162764,-0.0417522,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Dylan Simmons","sa3023468",687535
"Myles Gayman",,0.04,0.0579,0,5.96754,1,0,0,0,,1,4.585,1.1664,0.7023,0.66306,0.200778,0.4607,0.0278,0.0515,0.5675,5.1075,4.1463,1.23182,1.807,0.123773,0.10048,0.023293346166610718,0.286388,1.6271,0.292212,0.687067,0.387912,,6.14685,-0.0162837,-0.0417522,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Myles Gayman","sa3015275",675578
"Malik Binns",,0.0412,0.0567,0,5.68629,1,0,0,0,,1,4.686,1.0871,0.6744,0.63181,0.146667,0.6713,0.0284,0.0469,0.6714,6.0426,6.0417,1.00015,1.32,0.143278,0.143257,0.000021338462829589844,0.273981,1.7584,0.298576,0.697974,0.427993,,5.8536,-0.016287,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Malik Binns","sa3017987",702238
"Jason Franks",,0.0413,0.0567,0,5.67909,1,0,0,0,,1,4.673,1.0905,0.6732,0.63101,0.149667,0.655,0.0284,0.0432,0.6606,5.9454,5.895,1.00855,1.347,0.141365,0.140167,0.0011983811855316162,0.274353,1.7455,0.297306,0.698127,0.423002,,5.8542,-0.0162936,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jason Franks","sa3019912",693443
"Cade Austin",,0.0413,0.0596,0.0058,5.68287,0.8994,0.0214,0,0,,1,4.652,1.0989,0.6733,0.63143,0.154556,0.6172,0.0253,0.0476,0.6413,5.7717,5.5548,1.03905,1.391,0.137855,0.132674,0.005180567502975464,0.275607,1.7161,0.295908,0.695329,0.417994,,5.85616,-0.0163052,-0.0470039,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Cade Austin","sa3023372",694475
"Ricardo Estrada","SFG",0.0426,0.0635,0.0198,5.29002,0.7147,0.0607,0,0,,1,4.639,1.1083,0.6321,0.58778,0.128889,0.5927,0.0199,0.044,0.6118,5.5062,5.3343,1.03223,1.16,0.131882,0.127765,0.004117265343666077,0.276916,1.701,0.300284,0.702967,0.455196,,5.49719,-0.0163081,-0.0497314,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ricardo Estrada","sa3016017",698962
"Max Bain",,0.0411,0.0568,0,5.71707,1,0,0,0,,1,4.669,1.0871,0.6762,0.63523,0.154778,0.6394,0.0283,0.0518,0.6822,6.1398,5.7546,1.06694,1.393,0.146113,0.136946,0.009166836738586426,0.273292,1.7265,0.29684,0.69565,0.406002,,5.85645,-0.0163184,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Max Bain","sa3014932",694053
"Izaak Martinez","CLE",0.0409,0.057,0,5.49234,1,0,0,0,,1,4.604,1.0831,0.6494,0.61026,0.162667,0.5713,0.0279,0.0434,0.662,5.958,5.1417,1.15876,1.464,0.143788,0.124088,0.01970025897026062,0.271501,1.6544,0.29085,0.704439,0.37949,,5.7699,-0.0163309,-0.0495813,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Izaak Martinez","sa3025345",801555
"Teddy Sharkey","BAL",0.0423,0.0556,0,5.74218,1,0,0,0,,1,4.682,1.0677,0.6786,0.63802,0.158333,0.6824,0.0284,0.0423,0.7674,6.9066,6.1416,1.12456,1.425,0.163904,0.14575,0.018154636025428772,0.269805,1.7501,0.299966,0.701045,0.402896,,5.83277,-0.0163347,-0.0495773,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Teddy Sharkey","sa3023230",814532
"Cam Tullar",,0.0419,0.0602,0.0087,5.56551,0.8582,0.0302,0,0,,1,4.672,1.0896,0.6603,0.61839,0.147667,0.6464,0.0242,0.0485,0.6403,5.7627,5.8176,0.990563,1.329,0.137051,0.138356,-0.0013056546449661255,0.273968,1.736,0.295357,0.703409,0.413996,,5.8589,-0.0163455,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Cam Tullar","sa3022415",690342
"Holden Laws",,0.0416,0.0563,0,5.62725,1,0,0,0,,1,4.627,1.1105,0.6642,0.62525,0.163778,0.5615,0.0281,0.051,0.6211,5.5899,5.0535,1.10614,1.474,0.134234,0.121353,0.01288091391324997,0.276622,1.672,0.293137,0.698546,0.375004,,5.85955,-0.0163526,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Holden Laws","sa3008332",681391
"Angel Hernandez",,0.042,0.0559,0,5.46489,1,0,0,0,,1,4.735,1.0545,0.6516,0.60721,0.128444,0.763,0.0287,0.0494,0.691,6.219,6.867,0.905636,1.156,0.145935,0.16114,-0.015205919742584229,0.268827,1.8175,0.298424,0.711923,0.450009,,5.86011,-0.0163589,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Angel Hernandez","sa3015363",696095
"Henry Gomez",,0.0413,0.0566,0,5.65308,1,0,0,0,,1,4.662,1.1399,0.6729,0.62812,0.143444,0.5893,0.0283,0.0593,0.5421,4.8789,5.3037,0.919905,1.291,0.116281,0.126405,-0.010124407708644867,0.284023,1.7292,0.299429,0.691125,0.462008,,5.86151,-0.0163743,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Henry Gomez","sa3009993",683510
"Josh Blum","NYM",0.0432,0.0548,0,5.47182,1,0,0,0,,1,4.606,1.0726,0.648,0.60798,0.159889,0.5859,0.028,0.0427,0.6556,5.9004,5.2731,1.11896,1.439,0.142336,0.127204,0.015132427215576172,0.269674,1.6585,0.288658,0.70435,0.39615,,5.78829,-0.0164046,-0.0496301,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Josh Blum","sa3027287",810840
"L.P. Langevin","KCR",0.0411,0.062,0.0098,5.87601,0.8219,0.0379,0,0,,1,4.709,1.0793,0.694,0.65289,0.152,0.6983,0.0234,0.0498,0.7272,6.5448,6.2847,1.04139,1.368,0.154428,0.148291,0.006137177348136902,0.272489,1.7776,0.300905,0.692485,0.403403,,5.90104,-0.0164056,-0.0449307,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"L.P. Langevin","sa3035936",692137
"Luke Savage","TEX",0.0409,0.057,0,5.82975,1,0,0,0,,1,4.675,1.1116,0.6889,0.64775,0.160778,0.6147,0.0284,0.0603,0.6505,5.8545,5.5323,1.05824,1.447,0.139144,0.131487,0.007657751441001892,0.2779,1.7263,0.298183,0.691042,0.409122,,5.94925,-0.0164256,-0.0492813,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Luke Savage","sa3022943",694504
"Niklas Rimmel",,0.0411,0.0568,0,5.73507,1,0,0,0,,1,4.662,1.0908,0.6778,0.63723,0.158111,0.635,0.0283,0.0427,0.6781,6.1029,5.715,1.06787,1.423,0.145453,0.136208,0.009244963526725769,0.273775,1.7258,0.296271,0.696603,0.398986,,5.86748,-0.0164402,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Niklas Rimmel","sa3008426",678283
"Tanner Cooper",,0.0409,0.057,0,5.78439,1,0,0,0,,1,4.63,1.14,0.6835,0.64271,0.164444,0.5537,0.0281,0.0408,0.5942,5.3478,4.9833,1.07314,1.48,0.128337,0.11959,0.008747309446334839,0.282493,1.6937,0.297711,0.690274,0.40399,,5.86801,-0.0164461,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Tanner Cooper","sa1170930",689461
"Noah Ruen","LAD",0.0436,0.0543,0,5.81607,1,0,0,0,,1,4.688,1.1123,0.6901,0.64623,0.159556,0.6506,0.0284,0.0555,0.6212,5.5908,5.8554,0.954811,1.436,0.132509,0.13878,-0.006271332502365112,0.279339,1.7629,0.297626,0.69684,0.450956,,6.08526,-0.0164666,-0.0461566,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Noah Ruen","sa3022913",815125
"Gregori Louis","NYM",0.0439,0.054,0,5.27985,1,0,0,0,,1,4.664,1.0248,0.6278,0.58665,0.142444,0.6896,0.0283,0.0531,0.7109,6.3981,6.2064,1.03089,1.282,0.152423,0.147856,0.00456690788269043,0.261342,1.7144,0.287604,0.717238,0.406082,,5.79321,-0.0164693,-0.0496395,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Gregori Louis","sa3019699",805774
"Danyony Pulido","PHI",0.0417,0.0606,0.0083,5.72778,0.8516,0.0316,0,0,,1,4.681,1.0636,0.679,0.63642,0.155222,0.6918,0.0241,0.0517,0.6857,6.1713,6.2262,0.991182,1.397,0.146486,0.147789,-0.0013031363487243652,0.270121,1.7554,0.293349,0.69983,0.427879,,6.01213,-0.016479,-0.0442083,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Danyony Pulido","sa3015502",699707
"Tanner Jacobson",,0.0416,0.0563,0,5.62338,1,0,0,0,,1,4.655,1.0428,0.6643,0.62482,0.158667,0.666,0.0282,0.0479,0.7342,6.6078,5.994,1.1024,1.428,0.157723,0.143072,0.014650911092758179,0.264596,1.7088,0.290048,0.702578,0.381996,,5.8711,-0.0164802,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Tanner Jacobson","sa3020454",805374
"Nathan Karaffa","PHI",0.0414,0.0565,0,5.79753,1,0,0,0,,1,4.664,1.1015,0.6864,0.64417,0.160778,0.6406,0.0283,0.0447,0.634,5.706,5.7654,0.989697,1.447,0.135935,0.13735,-0.0014151036739349365,0.276849,1.7421,0.29546,0.695908,0.423286,,6.01315,-0.0164901,-0.0442083,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Nathan Karaffa","sa3021466",688087
"Nathan Landry",,0.0418,0.0561,0,5.55903,1,0,0,0,,1,4.653,1.0727,0.6572,0.61767,0.156556,0.6278,0.0282,0.0525,0.6696,6.0264,5.6502,1.06658,1.409,0.143907,0.134924,0.008983448147773743,0.270018,1.7005,0.291159,0.704303,0.381002,,5.87206,-0.0164907,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Nathan Landry","sa3020485",806278
"Sam Jacobsak",,0.0411,0.0681,0.0229,5.79204,0.6133,0.0823,0,0,,1,4.635,1.1123,0.6842,0.64356,0.165556,0.5802,0.017,0.0471,0.6486,5.8374,5.2218,1.11789,1.49,0.139935,0.125178,0.014757275581359863,0.277541,1.6925,0.296456,0.690275,0.39902,,5.87206,-0.0164907,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Sam Jacobsak","sa3015359",679556
"Josh Timmerman","MIL",0.041,0.0569,0,5.61762,1,0,0,0,,1,4.651,1.0418,0.6636,0.62418,0.161778,0.6571,0.0282,0.0523,0.7466,6.7194,5.9139,1.1362,1.456,0.160525,0.141281,0.01924315094947815,0.264309,1.6989,0.290128,0.703132,0.385441,,5.87325,-0.0165053,-0.0468347,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Josh Timmerman","sa3023098",803024
"Sergio Sanchez",,0.0412,0.0567,0,5.70429,1,0,0,0,,1,4.677,1.0597,0.6738,0.63381,0.156444,0.6707,0.0284,0.0509,0.7299,6.5691,6.0363,1.08827,1.408,0.156062,0.143404,0.012657687067985535,0.267912,1.7304,0.294311,0.699097,0.390004,,5.87391,-0.0165112,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Sergio Sanchez","sa3009735",683928
"Yeuris Jimenez","WSN",0.0396,0.0583,0,5.62167,1,0,0,0,,1,4.717,1.0704,0.6693,0.62463,0.134,0.7291,0.0286,0.0566,0.6514,5.8626,6.5619,0.89343,1.206,0.138096,0.154569,-0.01647232472896576,0.272276,1.7995,0.297657,0.70116,0.457947,,5.93144,-0.0165167,-0.0456609,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Yeuris Jimenez","sa3006386",678883
"Jadon Bercovich","TBR",0.0391,0.0614,0.0054,5.82102,0.9068,0.0198,0,0,,1,4.693,1.0679,0.6868,0.64678,0.161889,0.6786,0.0258,0.0457,0.7167,6.4503,6.1074,1.05614,1.457,0.152717,0.144598,0.008118465542793274,0.269081,1.7465,0.293197,0.697237,0.383557,,5.97919,-0.0165243,-0.047529,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jadon Bercovich","sa3068330",694793
"Jake Eddington","PHI",0.0416,0.0563,0,5.72778,1,0,0,0,,1,4.71,1.0791,0.6809,0.63642,0.144667,0.7219,0.0286,0.0485,0.6533,5.8797,6.4971,0.904973,1.302,0.138705,0.15327,-0.014564752578735352,0.273911,1.801,0.297436,0.700734,0.455875,,6.0204,-0.016559,-0.0441988,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jake Eddington","sa3023409",690974
"Keegan Collett",,0.0412,0.0567,0,5.7015,1,0,0,0,,1,4.697,1.0505,0.6742,0.6335,0.151556,0.7081,0.0285,0.0479,0.7474,6.7266,6.3729,1.0555,1.364,0.159123,0.150756,0.008367031812667847,0.266557,1.7586,0.295507,0.701232,0.398001,,5.87856,-0.0165625,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Keegan Collett","sa3011192",676997
